HPV_position,15361-CB-15-LabPrep_S16,15361-CB-7-LabPrep_S49,15361-CB-6-LabPrep_S48,15361-CB-18-LabPrep_S19,15361-CB-19-LabPrep_S20
2831,8396,25384,1005,22579,1281
2832,8414,25360,975,22584,1292
2833,8439,25376,969,22590,1292
2834,8443,25337,962,22582,1292
2835,8457,25294,946,22544,1296
2836,8455,25239,921,22541,1296
2837,8450,25205,899,22538,1296
2838,8469,25228,890,22561,1290
2839,8462,25182,867,22535,1298
2840,8448,25176,847,22500,1295
2841,8477,25219,840,22531,1302
2842,8471,25227,821,22544,1302
2843,8477,25215,809,22547,1300
2844,8476,25198,798,22537,1296
2845,8450,25132,782,22515,1289
2846,8463,25136,762,22543,1300
2847,8475,25179,743,22614,1297
2848,8456,25170,722,22630,1287
2849,8407,25082,711,22590,1277
2850,8413,25136,701,22636,1296
2851,8464,25209,688,22704,1301
2852,8480,25189,679,22685,1303
2853,8467,25075,663,22636,1296
2854,8492,25120,644,22639,1300
2855,8480,25052,633,22559,1298
2856,8489,25078,620,22651,1294
2857,8461,25077,588,22655,1292
2858,8448,25086,561,22665,1293
2859,8461,25178,546,22723,1293
2860,8490,25236,538,22828,1301
2861,8522,25337,521,22870,1302
2862,8531,25381,513,22918,1315
2863,8515,25384,498,22870,1316
2864,8531,25413,489,22922,1320
2865,8568,25471,479,22981,1327
2866,8598,25469,464,23021,1329
2867,8599,25440,451,22981,1329
2868,8619,25527,445,23067,1329
2869,8599,25463,430,22977,1327
2870,8626,25492,412,23004,1333
2871,8623,25515,392,22986,1335
2872,8609,25566,374,23024,1332
2873,8557,25425,351,22904,1327
2874,8612,25500,335,23004,1342
2875,8582,25473,267,22982,1334
2876,8614,25550,258,23058,1348
2877,8598,25579,245,23013,1344
2878,8591,25559,272,22986,1346
2879,8616,25614,253,23049,1357
2880,8602,25594,217,23028,1359
2881,8613,25604,206,23055,1365
2882,8586,25576,166,23048,1355
2883,8568,25499,150,23022,1355
2884,8595,25571,138,23028,1361
2885,8581,25613,120,23007,1364
2886,8595,25645,111,23018,1365
2887,8613,25698,100,23046,1373
2888,8578,25662,85,23007,1365
2889,8573,25681,79,23028,1369
2890,8555,25647,53,23017,1364
2891,8570,25690,47,23038,1367
2892,8553,25669,47,23012,1367
2893,8576,25747,34,23087,1367
2894,8558,25757,28,23077,1368
2895,8564,25734,18,23100,1371
2896,8558,25752,18,23091,1371
2897,8549,25750,16,23079,1370
2898,8486,25640,5,22984,1360
2899,8509,25632,3,22966,1358
2900,8514,25696,0,23002,1365
2901,8512,25670,0,22969,1359
2902,8515,25661,0,23011,1362
2903,8505,25652,0,22990,1353
2904,8494,25681,0,23016,1354
2905,8487,25681,0,22997,1353
2906,8472,25619,0,22969,1358
2907,8461,25624,0,22934,1351
2908,8475,25661,0,22960,1359
2909,8467,25662,0,22925,1355
2910,8486,25736,0,22986,1360
2911,8512,25791,0,23036,1364
2912,8485,25785,0,23014,1363
2913,8476,25770,0,23049,1362
2914,8474,25768,0,23087,1364
2915,8468,25817,0,23115,1359
2916,8473,25852,0,23158,1359
2917,8519,25933,0,23243,1367
2918,8495,25815,0,23171,1364
2919,8543,25866,0,23206,1360
2920,8554,25851,0,23218,1360
2921,8575,25892,0,23227,1354
2922,8611,25965,0,23281,1356
2923,8580,25924,0,23283,1359
2924,8570,25944,0,23273,1355
2925,8555,25895,0,23218,1355
2926,8541,25880,0,23196,1360
2927,8558,25965,0,23234,1359
2928,8554,25953,0,23241,1361
2929,8513,25870,0,23210,1361
2930,8544,25924,0,23275,1370
2931,8569,25989,0,23341,1378
2932,8558,25935,0,23316,1382
2933,8562,25925,0,23295,1379
2934,8565,25955,0,23348,1382
2935,8574,25976,0,23375,1379
2936,8576,26012,0,23357,1389
2937,8573,26028,0,23367,1385
2938,8571,26023,0,23409,1392
2939,8579,26103,0,23470,1402
2940,8591,26107,0,23477,1403
2941,8576,26077,0,23462,1406
2942,8603,26153,0,23538,1413
2943,8616,26195,0,23598,1414
2944,8583,26096,0,23519,1406
2945,8583,26062,0,23486,1396
2946,8576,26059,0,23456,1393
2947,8570,26097,0,23476,1407
2948,8569,26118,0,23503,1412
2949,8543,26096,0,23457,1403
2950,8476,25955,0,23330,1395
2951,8465,25995,0,23375,1394
2952,8447,25912,0,23337,1386
2953,8472,25930,0,23359,1395
2954,8461,25874,0,23282,1405
2955,8442,25912,0,23264,1412
2956,8422,25878,0,23234,1406
2957,8408,25816,0,23199,1401
2958,8403,25879,0,23256,1408
2959,8414,25900,0,23252,1407
2960,8393,25893,0,23225,1401
2961,8357,25870,0,23214,1399
2962,8342,25899,0,23227,1405
2963,8341,25921,0,23249,1414
2964,8297,25839,0,23141,1415
2965,8306,25835,0,23134,1413
2966,8304,25858,0,23183,1414
2967,8288,25810,0,23159,1411
2968,8308,25812,0,23190,1413
2969,8259,25726,0,23103,1409
2970,8233,25659,0,23103,1411
2971,8184,25606,0,23051,1407
2972,8198,25680,0,23080,1414
2973,8157,25636,0,23023,1416
2974,8141,25619,0,23043,1414
2975,8128,25622,0,23031,1414
2976,8085,25554,0,22951,1397
2977,8110,25620,0,23033,1406
2978,8132,25693,0,23152,1414
2979,8098,25662,0,23137,1412
2980,8096,25722,0,23186,1417
2981,8071,25705,0,23160,1416
2982,8041,25681,0,23143,1410
2983,8060,25759,0,23186,1418
2984,8023,25702,0,23122,1413
2985,8035,25728,0,23150,1425
2986,8025,25730,0,23164,1425
2987,8046,25787,0,23209,1423
2988,8025,25793,0,23227,1430
2989,8067,25828,0,23263,1440
2990,8090,25885,0,23336,1441
2991,8059,25823,0,23260,1438
2992,8028,25728,0,23177,1433
2993,8023,25722,0,23220,1438
2994,7997,25695,0,23168,1447
2995,7986,25685,0,23180,1438
2996,7977,25652,0,23160,1439
2997,7932,25581,0,23104,1431
2998,7907,25539,0,23114,1435
2999,7944,25618,0,23150,1437
3000,7925,25566,0,23100,1441
3001,7890,25533,0,23065,1453
3002,7905,25530,0,23071,1456
3003,7908,25517,0,23057,1460
3004,7912,25557,0,23138,1467
3005,7882,25463,0,23049,1463
3006,7905,25575,0,23161,1480
3007,7919,25611,0,23177,1485
3008,7937,25610,0,23158,1482
3009,7943,25615,0,23150,1495
3010,7920,25591,0,23112,1499
3011,7919,25577,0,23116,1495
3012,7897,25548,0,23127,1501
3013,7921,25599,0,23206,1503
3014,7899,25509,0,23142,1497
3015,7876,25461,0,23119,1504
3016,7911,25490,0,23185,1516
3017,7886,25465,0,23164,1520
3018,7911,25514,0,23186,1520
3019,7902,25470,0,23124,1524
3020,7883,25422,0,23101,1524
3021,7931,25550,0,23205,1529
3022,7899,25497,0,23173,1523
3023,7878,25480,0,23145,1519
3024,7876,25469,0,23180,1531
3025,7886,25515,0,23226,1540
3026,7886,25514,0,23270,1536
3027,7858,25432,0,23198,1524
3028,7866,25448,0,23207,1520
3029,7856,25455,0,23169,1519
3030,7835,25427,0,23156,1523
3031,7848,25472,0,23194,1524
3032,7827,25444,0,23172,1526
3033,7808,25420,0,23159,1527
3034,7785,25359,0,23127,1526
3035,7822,25443,0,23216,1534
3036,7829,25449,0,23224,1532
3037,7836,25426,0,23252,1527
3038,7833,25473,0,23283,1537
3039,7816,25388,0,23230,1540
3040,7824,25427,0,23306,1545
3041,7824,25359,0,23277,1555
3042,7838,25379,0,23303,1554
3043,7819,25321,0,23260,1560
3044,7792,25255,0,23226,1573
3045,7798,25272,0,23231,1570
3046,7835,25293,0,23236,1580
3047,7815,25223,0,23232,1580
3048,7792,25189,0,23238,1579
3049,7787,25182,0,23247,1581
3050,7783,25138,0,23238,1589
3051,7817,25215,0,23308,1596
3052,7805,25133,0,23277,1601
3053,7829,25173,0,23330,1619
3054,7795,25044,0,23252,1610
3055,7779,24999,0,23264,1611
3056,7769,24942,0,23242,1602
3057,7723,24823,0,23157,1602
3058,7693,24756,0,23126,1602
3059,7664,24635,0,23027,1601
3060,7673,24628,0,23104,1602
3061,7670,24615,0,23104,1608
3062,7653,24554,0,23104,1615
3063,7649,24468,0,23052,1602
3064,7614,24410,0,22996,1610
3065,7625,24413,0,23053,1616
3066,7676,24543,0,23167,1626
3067,7650,24476,0,23097,1631
3068,7657,24443,0,23129,1638
3069,7672,24438,0,23143,1639
3070,7669,24461,0,23146,1643
3071,7649,24403,0,23135,1643
3072,7627,24324,0,23119,1639
3073,7628,24313,0,23167,1652
3074,7661,24382,0,23260,1656
3075,7673,24329,0,23276,1656
3076,7663,24285,0,23230,1659
3077,7634,24235,0,23161,1655
3078,7661,24236,0,23132,1651
3079,7688,24207,0,23129,1659
3080,7692,24217,0,23140,1649
3081,7673,24167,0,23115,1658
3082,7659,24111,0,23066,1659
3083,7668,24111,0,23052,1659
3084,7686,24131,0,23094,1663
3085,7634,23960,0,23032,1663
3086,7638,23956,0,23045,1668
3087,7632,23950,0,22987,1662
3088,7610,23860,0,22932,1654
3089,7609,23865,0,22960,1651
3090,7621,23825,0,22974,1651
3091,7624,23815,0,22981,1652
3092,7642,23854,0,23042,1659
3093,7688,23842,0,23086,1656
3094,7704,23929,0,23167,1659
3095,7696,23855,0,23121,1666
3096,7739,23931,0,23210,1674
3097,7743,23882,0,23209,1678
3098,7718,23803,0,23189,1671
3099,7713,23822,0,23189,1687
3100,7708,23788,0,23176,1684
3101,7725,23788,0,23255,1691
3102,7711,23771,0,23258,1698
3103,7707,23745,0,23280,1685
3104,7702,23730,0,23312,1692
3105,7675,23598,0,23254,1683
3106,7628,23441,0,23204,1678
3107,7650,23462,0,23226,1683
3108,7628,23398,0,23195,1685
3109,7630,23343,0,23168,1678
3110,7632,23284,0,23131,1678
3111,7623,23243,0,23106,1669
3112,7624,23231,0,23135,1670
3113,7619,23239,0,23171,1680
3114,7620,23201,0,23159,1675
3115,7603,23146,0,23174,1664
3116,7564,23045,0,23099,1655
3117,7571,23060,0,23159,1654
3118,7584,23031,0,23139,1659
3119,7586,23012,0,23134,1660
3120,7629,23061,0,23180,1665
3121,7633,23032,0,23135,1661
3122,7595,22924,0,23076,1658
3123,7604,22934,0,23116,1656
3124,7617,22874,0,23125,1659
3125,7602,22846,0,23096,1653
3126,7576,22783,0,23046,1643
3127,7574,22697,0,23030,1641
3128,7544,22605,0,22974,1632
3129,7553,22628,0,23006,1640
3130,7569,22578,0,23033,1650
3131,7564,22562,0,23009,1651
3132,7571,22549,0,23023,1649
3133,7562,22457,0,22962,1642
3134,7543,22421,0,22948,1639
3135,7556,22400,0,22966,1645
3136,7512,22261,0,22842,1636
3137,7529,22219,0,22828,1641
3138,7534,22197,0,22868,1644
3139,7506,22146,0,22853,1647
3140,7549,22197,0,22920,1658
3141,7540,22143,0,22891,1661
3142,7549,22056,0,22874,1666
3143,7524,21970,0,22827,1660
3144,7536,21996,0,22836,1662
3145,7525,21938,0,22807,1661
3146,7479,21849,0,22712,1642
3147,7495,21852,0,22695,1646
3148,7496,21799,0,22722,1647
3149,7490,21726,0,22645,1651
3150,7490,21702,0,22661,1653
3151,7481,21601,0,22617,1648
3152,7500,21590,0,22618,1653
3153,7466,21504,0,22606,1642
3154,7486,21469,0,22620,1631
3155,7498,21455,0,22618,1630
3156,7504,21393,0,22602,1623
3157,7494,21364,0,22599,1625
3158,7487,21308,0,22568,1617
3159,7458,21204,0,22536,1614
3160,7428,21186,0,22500,1616
3161,7414,21174,0,22489,1614
3162,7389,21066,0,22416,1608
3163,7401,21117,0,22476,1612
3164,7414,21043,0,22482,1609
3165,7405,20984,0,22463,1615
3166,7415,21007,0,22494,1621
3167,7379,20939,0,22427,1614
3168,7366,20896,0,22412,1613
3169,7336,20831,0,22388,1606
3170,7360,20817,0,22396,1614
3171,7354,20753,0,22352,1614
3172,7382,20785,0,22349,1614
3173,7363,20708,0,22294,1607
3174,7403,20768,0,22347,1613
3175,7386,20737,0,22282,1614
3176,7398,20781,0,22305,1621
3177,7411,20750,0,22279,1618
3178,7400,20686,0,22208,1618
3179,7404,20683,0,22204,1628
3180,7376,20615,0,22126,1631
3181,7383,20568,0,22095,1628
3182,7375,20496,0,22050,1629
3183,7383,20570,0,22063,1642
3184,7426,20641,0,22089,1650
3185,7423,20597,0,22107,1652
3186,7410,20567,0,22098,1649
3187,7406,20522,0,22012,1646
3188,7438,20551,0,22040,1645
3189,7416,20488,0,21956,1626
3190,7401,20449,0,21910,1620
3191,7430,20577,0,21986,1631
3192,7406,20563,0,21919,1629
3193,7359,20558,0,21921,1619
3194,7373,20632,0,21922,1620
3195,7375,20672,0,21954,1612
3196,7397,20661,0,21942,1609
3197,7404,20669,0,21902,1609
3198,7412,20691,0,21895,1601
3199,7388,20645,0,21818,1598
3200,7388,20605,0,21728,1594
3201,7385,20632,0,21689,1599
3202,7374,20628,0,21624,1595
3203,7395,20642,0,21586,1588
3204,7433,20722,0,21607,1587
3205,7432,20733,0,21617,1590
3206,7408,20719,0,21542,1585
3207,7428,20779,0,21491,1583
3208,7417,20788,0,21494,1582
3209,7404,20737,0,21403,1575
3210,7422,20761,0,21400,1579
3211,7435,20825,0,21396,1579
3212,7416,20779,0,21321,1571
3213,7451,20822,0,21278,1572
3214,7460,20905,0,21225,1576
3215,7426,20846,0,21128,1572
3216,7462,20879,0,21111,1577
3217,7451,20875,0,21037,1578
3218,7476,20959,0,21060,1575
3219,7470,20951,0,20975,1570
3220,7493,20975,0,20919,1571
3221,7524,21033,0,20880,1575
3222,7545,21073,0,20859,1574
3223,7555,21061,0,20785,1578
3224,7530,21031,0,20691,1570
3225,7539,21101,0,20606,1569
3226,7555,21137,0,20543,1571
3227,7548,21116,0,20475,1569
3228,7596,21240,0,20514,1585
3229,7612,21269,0,20449,1582
3230,7595,21281,0,20344,1568
3231,7613,21272,0,20251,1562
3232,7576,21238,0,20137,1562
3233,7636,21334,0,20120,1572
3234,7686,21383,0,20026,1578
3235,7697,21424,0,19980,1580
3236,7682,21393,0,19899,1574
3237,7704,21475,0,19783,1570
3238,7721,21541,0,19771,1574
3239,7742,21561,0,19704,1573
3240,7739,21555,0,19606,1570
3241,7771,21605,0,19548,1577
3242,7729,21561,0,19372,1568
3243,7727,21531,0,19260,1560
3244,7730,21541,0,19139,1563
3245,7793,21678,0,19037,1571
3246,7751,21650,0,18872,1568
3247,7799,21761,0,18803,1573
3248,7813,21788,0,18750,1572
3249,7851,21832,0,18564,1571
3250,7836,21856,0,18447,1569
3251,7849,21863,0,18311,1570
3252,7871,21909,0,18158,1576
3253,7870,21924,0,17950,1564
3254,7877,21942,0,17829,1561
3255,7924,22052,0,17665,1567
3256,7904,22056,0,17546,1565
3257,7940,22135,0,17445,1569
3258,7963,22187,0,17262,1575
3259,7959,22228,0,17160,1573
3260,8021,22371,0,17047,1576
3261,8056,22423,0,16951,1578
3262,8090,22485,0,16799,1582
3263,8120,22518,0,16641,1581
3264,8124,22523,0,16465,1574
3265,8136,22555,0,16371,1577
3266,8124,22470,0,16126,1568
3267,8152,22542,0,15993,1572
3268,8166,22588,0,15870,1572
3269,8159,22613,0,15697,1569
3270,8221,22753,0,15577,1574
3271,8220,22738,0,15488,1575
3272,8253,22787,0,15311,1568
3273,8292,22872,0,15174,1567
3274,8279,22801,0,15013,1566
3275,8337,22908,0,14843,1561
3276,8403,23023,0,14704,1574
3277,8429,23071,0,14625,1578
3278,8431,23087,0,14468,1573
3279,8487,23151,0,14387,1575
3280,8496,23153,0,14198,1567
3281,8529,23220,0,14056,1567
3282,8456,23082,0,13835,1549
3283,8468,23142,0,13682,1550
3284,8480,23191,0,13549,1541
3285,8528,23232,0,13387,1531
3286,8577,23326,0,13269,1534
3287,8603,23366,0,13120,1526
3288,8614,23405,0,12973,1525
3289,8692,23505,0,12863,1526
3290,8735,23561,0,12720,1524
3291,8785,23671,0,12583,1529
3292,8803,23697,0,12464,1523
3293,8784,23644,0,12238,1512
3294,8845,23771,0,12122,1517
3295,8851,23775,0,11920,1504
3296,8920,23871,0,11793,1510
3297,8997,23983,0,11674,1515
3298,9041,24082,0,11555,1518
3299,9061,24109,0,11379,1519
3300,9125,24212,0,11262,1528
3301,9190,24271,0,11130,1539
3302,9215,24279,0,10994,1523
3303,9243,24361,0,10851,1530
3304,9313,24430,0,10678,1529
3305,9340,24484,0,10570,1532
3306,9409,24538,0,10413,1530
3307,9400,24578,0,10281,1522
3308,9441,24678,0,10113,1529
3309,9483,24717,0,9943,1524
3310,9514,24745,0,9810,1522
3311,9540,24741,0,9633,1519
3312,9581,24758,0,9486,1513
3313,9587,24797,0,9361,1512
3314,9618,24820,0,9224,1510
3315,9702,24928,0,9089,1521
3316,9714,24978,0,8981,1518
3317,9747,24998,0,8823,1519
3318,9758,25060,0,8729,1522
3319,9771,25019,0,8526,1511
3320,9799,25074,0,8402,1511
3321,9819,25082,0,8242,1499
3322,9858,25099,0,8130,1496
3323,9866,25090,0,7949,1489
3324,9929,25185,0,7838,1498
3325,9986,25231,0,7747,1503
3326,10045,25233,0,7602,1492
3327,10062,25219,0,7412,1475
3328,10074,25202,0,7288,1470
3329,10104,25218,0,7120,1467
3330,10132,25272,0,7011,1466
3331,10173,25342,0,6874,1467
3332,10188,25336,0,6690,1463
3333,10151,25265,0,6514,1455
3334,10183,25322,0,6384,1464
3335,10244,25335,0,6275,1473
3336,10274,25357,0,6162,1477
3337,10328,25407,0,6008,1483
3338,10347,25410,0,5868,1479
3339,10452,25513,0,5764,1493
3340,10502,25573,0,5690,1496
3341,10550,25586,0,5542,1490
3342,10641,25670,0,5459,1496
3343,10681,25685,0,5331,1497
3344,10709,25653,0,5207,1491
3345,10769,25736,0,5117,1507
3346,10795,25801,0,4998,1508
3347,10838,25849,0,4852,1510
3348,10862,25899,0,4703,1514
3349,10837,25836,0,4524,1519
3350,10914,25954,0,4441,1529
3351,10908,25915,0,4283,1519
3352,10954,25959,0,4203,1508
3353,10996,26014,0,4075,1512
3354,11001,26042,0,3941,1514
3355,11065,26101,0,3840,1506
3356,11082,26104,0,3694,1507
3357,11146,26193,0,3594,1517
3358,11204,26298,0,3547,1512
3359,11228,26293,0,3383,1512
3360,11283,26327,0,3283,1508
3361,11316,26268,0,3138,1505
3362,11347,26263,0,3017,1493
3363,11453,26436,0,2972,1496
3364,11462,26447,0,2813,1482
3365,11480,26443,0,2699,1478
3366,11495,26452,0,2602,1473
3367,11499,26443,0,2504,1467
3368,11512,26378,0,2355,1450
3369,11500,26313,0,1880,1441
3370,11546,26327,0,2012,1425
3371,11543,26291,0,1948,1419
3372,11526,26238,0,1834,1406
3373,11564,26278,0,1740,1398
3374,11606,26353,0,1708,1389
3375,11670,26393,0,1622,1376
3376,11683,26400,0,1488,1357
3377,11697,26419,0,1435,1351
3378,11738,26447,0,1438,1340
3379,11777,26513,0,1410,1336
3380,11820,26550,0,1465,1322
3381,11831,26457,0,1473,1310
3382,11840,26465,0,1471,1294
3383,11838,26472,0,1454,1285
3384,11832,26447,0,1455,1265
3385,11857,26503,1,1586,1255
3386,11914,26580,1,1719,1243
3387,11952,26655,1,1890,1236
3388,11979,26707,1,2037,1231
3389,11996,26711,1,2199,1219
3390,11999,26684,1,2299,1208
3391,12028,26707,1,2443,1194
3392,12042,26678,1,2534,1188
3393,12091,26717,1,2659,1178
3394,12097,26674,1,2782,1161
3395,12085,26574,1,2875,1152
3396,12134,26688,1,3054,1138
3397,12184,26756,1,3144,1129
3398,12222,26793,1,3295,1119
3399,12275,26840,1,3465,1115
3400,12297,26811,1,3578,1111
3401,12326,26835,1,3701,1094
3402,12310,26774,1,3785,1083
3403,12348,26794,1,3902,1073
3404,12368,26836,1,4047,1063
3405,12432,26883,1,4241,1055
3406,12416,26832,1,4327,1049
3407,12427,26900,1,4472,1041
3408,12492,27005,1,4663,1031
3409,12503,26992,1,4782,1023
3410,12528,27032,1,4905,1020
3411,12580,27099,1,5080,1012
3412,12620,27130,1,5246,1005
3413,12684,27213,1,5433,997
3414,12755,27289,1,5609,993
3415,12755,27252,1,5741,977
3416,12776,27256,1,5935,971
3417,12742,27209,1,6007,961
3418,12731,27213,1,6170,951
3419,12791,27277,1,6354,948
3420,12752,27168,1,6458,933
3421,12766,27208,1,6614,923
3422,12760,27238,1,6737,918
3423,12810,27277,1,6892,910
3424,12870,27385,1,7076,901
3425,12914,27386,1,7230,887
3426,12931,27414,1,7383,878
3427,12924,27436,1,7524,873
3428,12917,27376,1,7666,866
3429,12946,27456,1,7834,861
3430,12939,27455,1,7999,846
3431,12946,27454,1,8133,840
3432,12953,27453,1,8297,829
3433,12974,27505,1,8482,825
3434,12982,27550,1,8648,820
3435,13022,27603,1,8847,812
3436,13016,27610,1,8996,804
3437,13022,27666,1,9163,792
3438,13046,27700,1,9337,787
3439,13055,27687,1,9486,778
3440,13063,27705,1,9635,766
3441,13018,27605,1,9759,746
3442,12992,27547,1,9896,737
3443,12943,27461,1,10033,726
3444,12943,27437,1,10225,707
3445,12967,27465,1,10386,696
3446,13020,27539,1,10609,691
3447,13058,27528,1,10774,676
3448,13053,27541,1,10943,665
3449,13093,27551,1,11153,653
3450,13102,27647,1,11295,639
3451,13057,27635,1,11434,626
3452,13037,27599,1,11600,613
3453,12970,27469,1,11700,599
3454,12965,27492,1,11877,591
3455,13027,27590,1,12092,582
3456,12995,27569,1,12252,570
3457,13014,27563,1,12378,562
3458,13051,27651,1,12564,551
3459,13049,27675,1,12737,542
3460,13078,27741,1,12928,539
3461,13136,27824,1,13123,522
3462,13120,27842,1,13279,512
3463,13084,27776,1,13410,503
3464,13106,27866,1,13651,497
3465,13121,27867,1,13848,495
3466,13112,27905,1,14001,484
3467,13174,27964,1,14207,476
3468,13193,28030,1,14392,468
3469,13178,28044,1,14537,461
3470,13223,28124,1,14783,450
3471,13213,28137,1,14908,438
3472,13229,28178,1,15088,432
3473,13217,28149,1,15242,428
3474,13233,28162,1,15448,411
3475,13250,28203,1,15652,410
3476,13197,28146,1,15768,390
3477,13183,28123,1,15933,379
3478,13192,28178,1,16139,373
3479,13204,28198,1,16252,368
