HPV_position,15361-CB-10-LabPrep_S11,15361-CB-11-LabPrep_S12,15361-CB-12-LabPrep_S13,15361-CB-13-LabPrep_S14,15361-CB-14-LabPrep_S15,15361-CB-15-LabPrep_S16,15361-CB-16-LabPrep_S17,15361-CB-17-LabPrep_S18,15361-CB-18-LabPrep_S19,15361-CB-19-LabPrep_S20,15361-CB-1-LabPrep_S10,15361-CB-20-LabPrep_S22,15361-CB-21-LabPrep_S23,15361-CB-23-LabPrep_S25,15361-CB-24-LabPrep_S26,15361-CB-26-LabPrep_S28,15361-CB-2-LabPrep_S21,15361-CB-30-LabPrep_S33,15361-CB-32-LabPrep_S34,15361-CB-34-LabPrep_S36,15361-CB-35-LabPrep_S37,15361-CB-38-LabPrep_S40,15361-CB-39-LabPrep_S41,15361-CB-3-LabPrep_S32,15361-CB-40-LabPrep_S43,15361-CB-42-LabPrep_S44,15361-CB-44-LabPrep_S46,15361-CB-4-LabPrep_S42,15361-CB-6-LabPrep_S48,15361-CB-7-LabPrep_S49,15361-CB-9-LabPrep_S51
742,49698,14766,39824,30796,42081,12667,12161,35666,25527,2031,18476,13335,190,23367,4776,327,59943,83,14887,3,5130,4437,21215,30271,7,18461,18797,557,4507,31547,12232
743,49703,14756,39837,30757,42065,12655,12146,35651,25525,2036,18438,13340,189,23364,4759,330,59977,83,14870,3,5118,4432,21199,30277,7,18467,18788,555,4514,31540,12228
744,49629,14712,39740,30651,41971,12618,12093,35582,25464,2027,18409,13279,189,23285,4737,326,59891,83,14811,3,5095,4405,21132,30179,6,18419,18771,554,4508,31480,12160
745,49705,14735,39790,30737,42070,12636,12134,35630,25541,2035,18453,13333,187,23373,4754,332,59999,81,14830,3,5096,4416,21144,30228,6,18465,18806,556,4504,31580,12209
746,49609,14740,39791,30753,42032,12643,12125,35618,25530,2033,18426,13296,186,23335,4758,331,59894,83,14809,3,5090,4426,21149,30220,6,18447,18788,561,4503,31549,12182
747,49608,14744,39802,30782,42097,12657,12144,35615,25551,2039,18439,13291,187,23359,4753,331,59914,81,14833,3,5094,4419,21168,30220,6,18436,18827,558,4514,31542,12166
748,49603,14750,39797,30762,42081,12622,12114,35606,25572,2031,18424,13316,186,23326,4734,331,59895,81,14835,5,5077,4418,21150,30211,6,18429,18807,557,4511,31518,12168
749,49710,14761,39872,30847,42154,12629,12131,35662,25584,2020,18422,13337,186,23336,4745,333,59993,80,14881,5,5062,4423,21165,30249,6,18449,18824,558,4520,31575,12195
750,49614,14701,39842,30814,42106,12619,12089,35654,25535,2019,18378,13314,185,23333,4722,331,59921,78,14856,5,5044,4403,21111,30205,6,18445,18785,560,4518,31491,12160
751,49600,14678,39834,30837,42096,12633,12055,35622,25542,2020,18376,13304,186,23318,4719,330,59963,77,14875,5,5037,4393,21137,30214,6,18479,18753,556,4510,31453,12156
752,49723,14688,39954,30911,42180,12664,12040,35747,25641,2034,18415,13346,183,23333,4737,327,60132,77,14883,5,5046,4398,21166,30284,6,18498,18824,560,4511,31504,12170
753,49683,14686,39931,30880,42117,12655,12014,35768,25600,2024,18386,13328,179,23278,4737,327,60066,72,14866,5,5043,4380,21162,30288,6,18495,18820,563,4493,31494,12188
754,49751,14735,40008,30950,42184,12680,12043,35811,25688,2025,18393,13375,181,23345,4748,328,60128,75,14877,5,5041,4374,21197,30315,6,18546,18883,568,4506,31577,12209
755,49779,14729,40000,31000,42212,12675,12029,35819,25684,2021,18367,13366,180,23334,4743,327,60122,75,14881,5,5035,4373,21171,30333,6,18533,18842,568,4503,31546,12221
756,49786,14710,39980,30957,42204,12697,12023,35815,25655,2030,18361,13335,179,23327,4739,326,60112,74,14856,5,5035,4359,21185,30322,6,18508,18836,562,4478,31582,12209
757,49782,14698,39969,30929,42239,12701,12012,35770,25639,2032,18356,13329,179,23330,4729,325,60112,72,14848,5,5027,4348,21124,30339,6,18475,18795,564,4460,31579,12221
758,49682,14603,39855,30839,42075,12620,11920,35692,25553,2026,18269,13281,177,23167,4699,325,60038,70,14785,5,5003,4315,21053,30260,6,18397,18718,562,4441,31466,12157
759,49845,14674,40012,30925,42187,12684,11950,35822,25637,2033,18346,13321,177,23269,4734,327,60185,68,14842,5,5031,4333,21185,30327,6,18452,18789,564,4462,31608,12205
760,49898,14667,40078,30911,42255,12700,11936,35887,25674,2042,18357,13315,178,23279,4694,328,60275,67,14820,5,5044,4335,21176,30320,6,18448,18801,565,4452,31572,12179
761,49865,14642,40019,30837,42205,12672,11894,35799,25601,2036,18335,13289,176,23236,4693,328,60266,67,14775,5,5021,4334,21131,30290,6,18395,18794,562,4442,31479,12173
762,49802,14605,39977,30767,42173,12650,11874,35737,25574,2034,18316,13296,175,23227,4712,330,60155,66,14782,5,5004,4339,21119,30264,6,18377,18786,558,4439,31431,12173
763,49720,14584,39944,30726,42095,12621,11858,35694,25553,2026,18303,13262,175,23186,4693,331,60080,65,14742,5,4998,4335,21083,30207,6,18371,18780,560,4450,31376,12173
764,49763,14567,39894,30733,42085,12600,11836,35643,25570,2029,18311,13274,172,23187,4690,331,60043,64,14745,5,4998,4333,21046,30198,6,18340,18762,556,4460,31355,12192
765,49802,14571,39952,30824,42181,12640,11869,35748,25629,2043,18348,13283,172,23256,4709,333,60140,63,14776,5,4995,4341,21094,30315,6,18361,18801,553,4462,31415,12208
766,49843,14617,40027,30870,42267,12691,11892,35791,25674,2061,18403,13320,173,23288,4717,333,60169,65,14804,5,4998,4374,21121,30302,6,18379,18825,551,4509,31457,12264
767,49674,14573,39976,30780,42113,12672,11836,35755,25617,2055,18357,13285,173,23151,4699,330,60041,64,14759,5,4994,4364,21068,30245,6,18366,18831,547,4489,31341,12212
768,49677,14531,39997,30771,42064,12680,11793,35757,25602,2051,18371,13273,172,23146,4687,328,60005,63,14768,5,4998,4358,21071,30243,6,18348,18823,551,4475,31360,12203
769,49774,14522,40019,30793,42128,12681,11798,35782,25637,2053,18374,13312,171,23211,4714,326,60100,63,14791,5,5007,4360,21107,30284,6,18356,18851,549,4489,31409,12222
770,49793,14517,40010,30804,42169,12668,11796,35788,25622,2051,18344,13286,171,23198,4711,328,60088,64,14774,5,4987,4355,21077,30286,6,18348,18843,547,4498,31374,12222
771,49798,14544,40028,30825,42194,12692,11809,35804,25645,2053,18351,13312,170,23272,4710,328,60106,63,14795,5,4978,4365,21093,30310,6,18370,18885,547,4494,31389,12241
772,49720,14491,39964,30765,42072,12640,11764,35702,25592,2039,18278,13288,167,23207,4687,329,59998,63,14766,5,4953,4338,21024,30269,6,18304,18808,546,4469,31277,12220
773,49732,14530,39949,30763,42077,12631,11761,35740,25642,2043,18280,13293,168,23221,4686,327,60006,63,14789,5,4960,4341,21023,30305,6,18319,18829,549,4474,31278,12239
774,49675,14505,39890,30699,42011,12611,11740,35656,25566,2041,18244,13267,170,23189,4700,327,59882,63,14742,5,4958,4322,20982,30253,6,18267,18764,549,4467,31250,12202
775,49701,14477,39888,30724,42034,12603,11717,35642,25561,2034,18255,13264,171,23168,4690,327,59899,63,14730,5,4933,4299,20985,30237,6,18257,18752,556,4461,31229,12195
776,49718,14487,39907,30712,42073,12586,11722,35645,25560,2044,18249,13289,170,23215,4682,324,59919,65,14752,5,4922,4301,20955,30232,4,18250,18734,554,4451,31214,12219
777,49763,14469,39867,30656,42070,12586,11739,35589,25536,2039,18212,13295,167,23201,4683,324,59945,64,14756,5,4914,4307,20962,30196,4,18250,18717,557,4441,31200,12206
778,49827,14521,39968,30748,42175,12632,11769,35668,25600,2044,18271,13337,169,23294,4706,325,60027,62,14809,5,4939,4322,21003,30274,4,18268,18781,559,4443,31270,12245
779,49952,14566,40065,30859,42242,12695,11809,35798,25679,2041,18343,13401,166,23396,4740,325,60113,63,14888,5,4955,4349,21093,30390,4,18352,18872,564,4474,31387,12257
780,50038,14608,40134,30945,42349,12719,11826,35874,25741,2050,18372,13422,167,23448,4747,322,60190,63,14946,5,4965,4360,21144,30456,4,18389,18902,565,4480,31452,12311
781,49921,14566,40057,30877,42259,12692,11816,35742,25699,2048,18292,13406,167,23412,4730,322,60066,64,14938,5,4947,4330,21066,30352,4,18357,18885,560,4476,31364,12302
782,49960,14576,40149,30884,42352,12717,11839,35810,25739,2057,18346,13400,166,23469,4749,325,60149,64,14938,5,4958,4349,21160,30410,4,18394,18938,564,4478,31460,12310
783,49918,14502,40029,30742,42262,12661,11805,35732,25674,2054,18298,13372,163,23408,4746,324,60044,64,14879,5,4926,4333,21026,30408,4,18338,18892,564,4449,31353,12266
784,49849,14464,39997,30669,42218,12634,11783,35670,25601,2044,18247,13340,161,23392,4734,320,59977,63,14838,5,4912,4323,20997,30327,4,18305,18815,563,4438,31309,12233
785,49830,14439,40004,30662,42194,12637,11764,35664,25606,2046,18224,13279,162,23387,4732,318,59947,64,14845,5,4894,4297,20974,30328,4,18295,18828,556,4417,31292,12223
786,49749,14392,39940,30581,42104,12590,11720,35624,25520,2042,18174,13217,161,23342,4727,316,59853,65,14787,5,4882,4273,20913,30285,4,18246,18770,556,4391,31200,12163
787,49743,14381,39932,30571,42069,12553,11728,35639,25516,2044,18158,13185,162,23337,4719,321,59816,65,14797,5,4878,4274,20909,30296,4,18218,18772,554,4386,31211,12163
788,49788,14387,39926,30602,42131,12558,11727,35633,25531,2049,18170,13193,162,23368,4719,320,59818,65,14812,5,4901,4269,20940,30290,4,18217,18808,552,4401,31264,12158
789,49876,14386,39978,30648,42133,12519,11725,35681,25547,2057,18145,13195,162,23391,4707,319,59904,64,14808,5,4906,4282,20992,30346,4,18247,18829,558,4403,31292,12156
790,49855,14368,39976,30661,42111,12516,11742,35676,25561,2055,18132,13179,162,23403,4698,320,59815,64,14791,5,4917,4273,21019,30356,6,18285,18834,561,4407,31280,12152
791,49824,14367,39929,30618,42079,12546,11730,35681,25518,2049,18118,13138,160,23390,4706,322,59784,64,14780,5,4918,4269,21065,30348,6,18258,18829,558,4382,31272,12106
792,49772,14334,39884,30568,42045,12530,11697,35600,25503,2049,18069,13130,157,23380,4705,317,59709,64,14817,5,4900,4274,21006,30288,6,18227,18776,555,4376,31239,12080
793,49665,14290,39816,30528,41956,12518,11649,35578,25433,2047,18048,13106,152,23328,4700,316,59567,66,14809,5,4885,4263,20960,30247,6,18202,18745,564,4382,31173,12040
794,49721,14312,39954,30592,42025,12577,11679,35696,25509,2054,18131,13132,155,23379,4731,319,59667,68,14846,5,4909,4285,21027,30328,6,18299,18838,573,4402,31275,12090
795,49699,14259,39920,30529,42001,12526,11602,35587,25431,2044,18078,13095,155,23316,4711,318,59585,67,14836,5,4865,4259,20977,30283,6,18244,18762,571,4374,31183,12042
796,49698,14245,39911,30509,41951,12498,11588,35558,25421,2041,18064,13044,154,23309,4709,322,59578,70,14851,5,4868,4253,20996,30291,6,18242,18769,570,4354,31210,12012
797,49657,14206,39871,30461,41945,12476,11598,35511,25426,2043,18060,13020,154,23265,4696,321,59512,69,14846,5,4878,4267,20969,30270,6,18211,18747,568,4337,31204,11975
798,49494,14135,39741,30353,41822,12416,11545,35372,25311,2034,17972,12955,153,23158,4672,322,59404,65,14783,5,4852,4247,20859,30129,6,18131,18660,567,4306,31065,11935
799,49593,14181,39789,30395,41899,12436,11577,35435,25387,2041,18024,12961,151,23181,4685,322,59477,67,14809,5,4859,4253,20937,30202,6,18170,18700,574,4317,31127,11959
800,49611,14192,39758,30393,41899,12421,11568,35406,25374,2038,18024,12948,152,23176,4671,320,59391,66,14767,5,4862,4250,20907,30182,6,18150,18679,578,4324,31116,11949
801,49537,14108,39679,30270,41825,12370,11506,35335,25288,2031,17956,12897,150,23021,4645,312,59342,65,14689,5,4847,4233,20846,30089,6,18094,18611,570,4285,31020,11878
802,49496,14038,39628,30199,41797,12343,11445,35246,25193,2017,17881,12833,146,22903,4623,312,59265,64,14625,5,4821,4213,20765,30056,6,18013,18543,563,4244,30926,11802
803,49455,14020,39669,30181,41769,12322,11441,35254,25200,2018,17843,12822,144,22849,4631,311,59197,62,14597,5,4834,4209,20762,30020,6,18001,18527,564,4249,30916,11789
804,49414,13963,39602,30125,41744,12295,11422,35205,25159,2012,17823,12792,142,22821,4619,312,59193,64,14588,5,4828,4193,20729,29975,6,17997,18483,563,4239,30874,11781
805,49438,13975,39652,30148,41772,12321,11451,35220,25212,2012,17825,12813,139,22838,4613,317,59232,64,14621,6,4842,4203,20791,29997,6,17996,18518,559,4239,30933,11789
806,49338,13944,39599,30066,41676,12279,11432,35152,25119,2010,17791,12756,140,22770,4594,317,59052,64,14594,6,4840,4198,20743,29918,6,17960,18506,555,4219,30871,11718
807,49409,13938,39638,30076,41705,12306,11468,35188,25153,2009,17841,12751,140,22807,4593,317,59162,64,14604,6,4839,4208,20757,29990,6,18017,18554,562,4241,30962,11735
808,49259,13854,39504,29980,41599,12245,11425,35061,25055,1992,17753,12671,136,22759,4562,315,58944,64,14527,6,4794,4199,20699,29887,6,17972,18474,560,4219,30826,11707
809,49230,13853,39506,29946,41546,12246,11444,35046,25015,1995,17723,12644,137,22718,4564,315,58919,64,14508,6,4800,4205,20697,29925,6,17952,18453,561,4205,30798,11677
810,49202,13830,39481,29919,41552,12243,11447,34999,25014,1999,17693,12618,136,22684,4554,315,58889,64,14523,6,4789,4196,20682,29924,6,17938,18451,561,4198,30805,11649
811,49264,13836,39532,29945,41594,12245,11450,35065,25020,2001,17704,12619,135,22687,4562,315,58908,64,14522,6,4799,4194,20685,29933,6,17943,18439,559,4182,30815,11670
812,49150,13785,39470,29853,41482,12181,11379,34934,24919,1989,17630,12560,134,22616,4529,313,58752,62,14485,6,4768,4176,20622,29845,6,17888,18374,552,4151,30719,11610
813,49106,13778,39418,29795,41437,12155,11375,34863,24871,1975,17588,12517,136,22580,4512,308,58724,63,14444,6,4752,4163,20594,29809,6,17846,18323,553,4130,30682,11581
814,49219,13826,39485,29878,41563,12174,11450,34969,24939,1987,17657,12558,137,22673,4534,310,58829,62,14498,6,4764,4186,20637,29871,6,17912,18373,554,4133,30797,11627
815,49256,13822,39518,29906,41580,12172,11451,35008,24958,1995,17683,12526,135,22708,4538,308,58835,62,14494,6,4781,4194,20665,29909,6,17937,18403,559,4122,30825,11621
816,49215,13774,39445,29838,41466,12130,11419,34957,24905,1998,17636,12484,133,22674,4511,307,58723,62,14442,6,4772,4176,20666,29854,6,17892,18378,562,4111,30743,11585
817,49242,13785,39456,29829,41495,12111,11413,34949,24900,1991,17633,12474,134,22673,4508,306,58756,62,14464,6,4777,4178,20671,29820,6,17907,18347,560,4115,30759,11561
818,49199,13799,39444,29843,41515,12138,11419,34981,24930,1994,17655,12465,135,22662,4528,305,58760,62,14454,6,4787,4192,20682,29831,6,17919,18367,561,4119,30831,11551
819,49207,13788,39452,29876,41517,12153,11421,34987,24890,1993,17611,12440,137,22694,4509,305,58765,63,14446,6,4792,4197,20692,29813,6,17902,18353,566,4121,30820,11543
820,49242,13830,39551,29947,41651,12219,11471,35081,24958,1983,17673,12472,138,22792,4522,307,58793,63,14496,6,4795,4223,20800,29941,6,17983,18435,571,4146,30946,11600
821,49150,13798,39485,29937,41619,12208,11463,35055,24940,1974,17636,12450,136,22800,4508,306,58661,63,14460,6,4783,4218,20784,29885,6,17964,18407,571,4136,30879,11590
822,49197,13798,39476,29915,41619,12216,11474,35004,24939,1970,17604,12461,132,22816,4511,309,58669,62,14463,6,4788,4208,20814,29812,6,17970,18441,574,4135,30878,11584
823,49183,13796,39435,29922,41642,12223,11477,35103,24907,1971,17609,12420,132,22791,4497,308,58601,59,14468,7,4775,4201,20792,29877,6,17964,18423,574,4133,30872,11556
824,49111,13754,39336,29895,41579,12198,11467,35067,24853,1963,17593,12374,131,22719,4493,299,58510,62,14445,7,4768,4209,20740,29839,6,17960,18411,575,4113,30839,11548
825,49065,13695,39236,29799,41471,12139,11427,34942,24765,1949,17534,12313,130,22645,4463,298,58362,60,14400,6,4739,4198,20664,29700,6,17891,18321,569,4092,30743,11512
826,49085,13738,39266,29856,41536,12145,11455,34998,24798,1958,17586,12332,132,22749,4475,298,58376,59,14442,6,4753,4205,20718,29737,6,17925,18351,563,4120,30792,11544
827,49023,13668,39178,29740,41471,12097,11422,34929,24743,1936,17532,12264,130,22687,4452,298,58314,61,14394,6,4726,4177,20669,29709,6,17872,18312,561,4091,30714,11502
828,49002,13635,39177,29701,41431,12098,11415,34934,24729,1929,17510,12235,131,22679,4441,298,58270,63,14381,6,4720,4164,20697,29677,6,17850,18320,565,4077,30705,11492
829,49068,13660,39238,29737,41458,12117,11447,35004,24793,1924,17528,12244,133,22731,4446,296,58271,62,14421,6,4744,4174,20738,29727,6,17869,18355,566,4095,30738,11500
830,49012,13620,39166,29692,41344,12084,11390,34960,24721,1925,17469,12197,133,22677,4439,298,58204,63,14356,6,4729,4169,20692,29682,6,17834,18303,565,4075,30674,11474
831,49088,13654,39247,29778,41449,12119,11451,35010,24780,1921,17497,12257,132,22735,4457,297,58223,62,14391,6,4734,4166,20744,29736,6,17896,18367,563,4087,30732,11511
832,49061,13634,39286,29761,41450,12114,11470,35052,24813,1927,17517,12234,130,22764,4457,301,58207,62,14391,6,4726,4148,20770,29758,6,17915,18378,563,4084,30757,11495
833,49031,13594,39240,29732,41411,12082,11443,34997,24764,1930,17474,12203,129,22731,4436,302,58104,61,14386,6,4714,4143,20737,29720,6,17893,18335,559,4067,30713,11449
834,49005,13570,39190,29746,41417,12091,11437,35061,24787,1927,17483,12177,129,22735,4442,304,58076,61,14396,6,4718,4154,20766,29723,6,17893,18367,562,4054,30770,11432
835,49136,13602,39284,29768,41456,12104,11450,35131,24856,1931,17514,12194,127,22766,4448,309,58164,59,14399,6,4730,4175,20825,29803,6,17897,18399,563,4059,30843,11440
836,49223,13620,39391,29831,41525,12114,11449,35237,24934,1935,17512,12149,128,22752,4452,310,58244,59,14390,6,4737,4177,20859,29854,6,17942,18414,569,4070,30883,11448
837,49234,13606,39406,29819,41542,12123,11433,35256,24933,1941,17510,12109,128,22723,4455,309,58229,59,14376,6,4738,4175,20889,29857,6,17923,18401,570,4078,30896,11428
838,49213,13569,39395,29833,41568,12138,11424,35322,24938,1927,17517,12111,129,22709,4451,311,58136,59,14388,6,4749,4180,20881,29858,6,17933,18381,574,4077,30899,11428
839,49169,13540,39346,29816,41533,12121,11406,35288,24878,1926,17494,12102,129,22680,4450,309,58071,59,14384,6,4748,4184,20838,29830,6,17921,18375,575,4076,30817,11412
840,49178,13517,39349,29799,41533,12123,11423,35310,24866,1935,17495,12084,129,22674,4461,311,58060,60,14373,6,4751,4181,20844,29853,6,17916,18388,576,4068,30807,11394
841,49063,13440,39190,29650,41438,12069,11380,35186,24786,1924,17421,12029,129,22570,4439,310,57877,60,14314,6,4719,4153,20775,29707,6,17815,18268,576,4061,30709,11363
842,49124,13461,39262,29669,41503,12102,11440,35293,24827,1940,17462,12037,131,22585,4457,311,57944,60,14347,6,4752,4160,20842,29760,6,17861,18332,578,4072,30775,11380
843,49047,13441,39239,29673,41502,12108,11439,35274,24801,1937,17430,12002,128,22547,4458,307,57861,60,14389,7,4753,4162,20880,29774,6,17843,18359,583,4050,30770,11363
844,49179,13526,39326,29751,41560,12153,11509,35368,24879,1951,17472,12038,127,22626,4455,312,57980,62,14457,7,4779,4186,20954,29868,6,17888,18424,581,4067,30835,11399
845,49094,13517,39244,29708,41506,12138,11511,35289,24834,1952,17450,12006,126,22611,4449,315,57827,61,14444,7,4760,4174,20925,29793,6,17879,18379,583,4053,30776,11415
846,48969,13440,39209,29636,41400,12093,11488,35215,24755,1940,17403,11941,126,22513,4429,311,57732,59,14413,7,4748,4155,20871,29714,6,17817,18325,581,4032,30746,11368
847,48981,13437,39171,29669,41417,12072,11503,35195,24776,1948,17427,11950,125,22531,4423,311,57640,58,14440,7,4738,4154,20879,29737,6,17835,18332,585,4024,30720,11366
848,48936,13410,39100,29625,41333,12013,11491,35127,24727,1940,17374,11881,121,22446,4410,306,57570,57,14395,7,4730,4136,20856,29693,6,17764,18290,584,4015,30685,11331
849,48980,13405,39069,29631,41357,12043,11514,35176,24760,1937,17386,11881,123,22455,4410,306,57630,57,14432,8,4733,4144,20865,29716,4,17766,18300,582,4015,30710,11353
850,48878,13320,38944,29463,41231,11974,11474,35038,24676,1921,17280,11789,125,22373,4371,308,57475,57,14358,8,4699,4120,20716,29563,2,17650,18204,579,4006,30616,11282
851,48903,13324,38935,29438,41262,11958,11481,35063,24645,1915,17276,11766,121,22382,4384,312,57454,56,14353,8,4705,4104,20735,29604,2,17653,18183,581,3997,30648,11287
852,48928,13351,38970,29401,41264,11967,11510,35098,24654,1922,17294,11738,122,22348,4403,311,57453,56,14350,8,4716,4103,20769,29655,2,17649,18206,582,3990,30645,11295
853,48773,13256,38810,29278,41150,11908,11459,35009,24537,1898,17192,11677,125,22279,4393,308,57199,54,14265,8,4680,4081,20732,29543,2,17544,18140,584,3980,30554,11257
854,48809,13242,38807,29317,41169,11927,11481,35020,24531,1903,17221,11673,125,22334,4403,307,57171,54,14287,6,4697,4084,20765,29578,2,17584,18159,586,3979,30572,11264
855,48776,13237,38753,29297,41153,11907,11464,34997,24485,1893,17208,11641,125,22345,4405,306,57072,54,14276,6,4689,4078,20745,29532,2,17582,18132,587,3967,30557,11238
856,48783,13229,38717,29286,41159,11933,11483,35017,24480,1891,17193,11629,125,22316,4393,306,57049,53,14265,6,4686,4078,20737,29501,2,17584,18112,583,3968,30575,11240
857,48733,13188,38702,29264,41146,11941,11492,35001,24476,1875,17181,11603,123,22267,4397,304,57030,52,14263,6,4676,4088,20765,29520,2,17576,18093,585,3949,30572,11221
